Company Name,Rating,No_of_Reviews,No_of_Followers,Tags,Type,Year Founded,Company Size,HQ Location,Website,Company Type,company size category,Small,Medium,Large
REACH Technologies,,,0,"Hardware & Networking, Private, Foreign MNC, B2B",Private,2002 (22 yrs old),51-200,,,Foreign MNC,Small,True,False,False
Ensono,4.1,(198 reviews),0,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,1969 (55 yrs old),1001-5000,,https://www.ensono.com/,Foreign MNC,Medium,False,True,False
Infineon,3.8,(169 reviews),1.8K followers ,"Electronic Components / Semiconductors, Internet, Hardware & Networking, Software Product, Private, Foreign MNC, B2B",Private,1999 (25 yrs old),10001-50000,"Neubiberg, M�nchen",https://www.infineon.com/,Foreign MNC,Large,False,False,True
Cision,,,0,"Software Product, Foreign MNC, B2B",,1867 (157 yrs old),,,https://www.cision.com/us,Foreign MNC,,False,False,False
Aptean,,,3.9K followers ,"Software Product, Private, Foreign MNC, B2B",Private,1998 (26 yrs old),1001-5000,"Alpharetta, Georgia",http://www.aptean.com,Foreign MNC,Medium,False,True,False
Torry Harris Business Solutions,3.9,(405 reviews),124 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,1998 (26 yrs old),1001-5000,,https://www.torryharris.com/,Foreign MNC,Medium,False,True,False
RealPage,3.8,(409 reviews),264 followers ,"IT Services & Consulting, Analytics / KPO / Research, Private, Foreign MNC, B2B",Private,1998 (26 yrs old),5001-10000,,http://www.realpage.com,Foreign MNC,Medium,False,True,False
Redcliffe Labs,4.4,(1.1K reviews),0,"Medical Services / Hospital, Fitness & Wellness, Private, Foreign MNC",Private,2018 (6 yrs old),1001-5000,"Noida, Uttar Pradesh",https://redcliffelabs.com/,Foreign MNC,Medium,False,True,False
Protera Technologies,,,708 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,1998 (26 yrs old),201-500,"Westchester, IL",http://www.protera.com,Foreign MNC,Medium,False,True,False
Tenneco,3.8,(904 reviews),432 followers ,"Auto Components, Automobile, Industrial Equipment / Machinery, Private, Foreign MNC, B2B",Private,1940 (84 yrs old),50001-100000,,,Foreign MNC,Large,False,False,True
Black box,,,0,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,1976 (48 yrs old),1001-5000,,http://www.blackbox.com,Foreign MNC,Medium,False,True,False
Tecnotree,,,1.6K followers ,"IT Services & Consulting, Internet, Private, Foreign MNC, B2B",Private,1978 (46 yrs old),501-1000,,https://www.tecnotree.com/,Foreign MNC,Medium,False,True,False
AgreeYa Solutions,,,5.4K followers ,"IT Services & Consulting, Software Product, Private, Foreign MNC, B2B",Private,1999 (25 yrs old),1001-5000,,https://www.agreeya.com/,Foreign MNC,Medium,False,True,False
Pepper Square,,,213 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2004 (20 yrs old),51-200,,https://www.peppersquare.com,Foreign MNC,Small,True,False,False
Arista Networks,4.2,(67 reviews),0,"Hardware & Networking, Internet, Software Product, Private, Foreign MNC, B2B",Private,2004 (20 yrs old),501-1000,,http://www.aristanetworks.com,Foreign MNC,Medium,False,True,False
LatentView,3.8,(189 reviews),475 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2006 (18 yrs old),501-1000,,,Foreign MNC,Medium,False,True,False
Resolve,,,246 followers ,"IT Services & Consulting, Foreign MNC, B2B",,2014 (10 yrs old),,,,Foreign MNC,,False,False,False
Mitratech India,4.0,(74 reviews),395 followers ,"Software Product, Foreign MNC, B2B",,1987 (37 yrs old),,,,Foreign MNC,,False,False,False
Centific,3.6,(54 reviews),125 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,,5001-10000,Washington ,https://www.centific.com/,Foreign MNC,Medium,False,True,False
Geodata,4.3,(38 reviews),0,"Engineering & Construction, Private, Foreign MNC, B2B",Private,1984 (40 yrs old),201-500,,https://www.geodata.it/en/,Foreign MNC,Medium,False,True,False
Alcon Laboratories,3.7,(365 reviews),0,"Medical Services / Hospital, Internet, Analytics / KPO / Research, Public, Foreign MNC, B2C, B2B",Public,1945 (79 yrs old),10001-50000,,http://www.alcon.com,Foreign MNC,Large,False,False,True
Fareportal,,,8K followers ,"Internet, Private, Foreign MNC, B2C, E-commerce",Private,2002 (22 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
V Soft Consulting,,,337 followers ,"IT Services & Consulting, Consulting, Private, Foreign MNC, B2B",Private,1997 (27 yrs old),51-200,,,Foreign MNC,Small,True,False,False
Idiada Automotive Technology,3.7,(53 reviews),0,"Automobile, Private, Foreign MNC, B2B",Private,1971 (53 yrs old),,,http://www.applusidiada.com,Foreign MNC,,False,False,False
Grant Thornton,3.7,(707 reviews),7.5K followers ,"Accounting / Auditing, Private, Foreign MNC, B2B",Private,1924 (100 yrs old),5001-10000,,http://www.GrantThornton.com,Foreign MNC,Medium,False,True,False
QPS Bioserve,,,230 followers ,"Pharmaceutical & Life Sciences, Biotech & Life sciences, Private, Foreign MNC, B2C",Private,1995 (29 yrs old),201-500,,http://www.qps.nl,Foreign MNC,Medium,False,True,False
OpenXcell Technolabs,4.1,(81 reviews),123 followers ,"IT Services & Consulting, Analytics / KPO / Research, Private, Foreign MNC, B2B",Private,2009 (15 yrs old),201-500,,,Foreign MNC,Medium,False,True,False
Ksolves India,,,0,"IT Services & Consulting, Public, Foreign MNC, B2B",Public,2012 (12 yrs old),201-500,"Noida, Uttar Pradesh",https://www.ksolves.com,Foreign MNC,Medium,False,True,False
Fujitec,3.9,(162 reviews),141 followers ,"Electronics Manufacturing, Manufacturing, Electronics, Public, Foreign MNC, B2B",Public,2010 (14 yrs old),5001-10000,,,Foreign MNC,Medium,False,True,False
GE Appliances ,4.0,(42 reviews),463 followers ,"Consumer Electronics & Appliances, Urban Transport, Private, Foreign MNC, B2C, B2B",Private,2002 (22 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
Alorica,,,9.4K followers ,"BPO / Call Centre, Private, Foreign MNC, B2B",Private,1999 (25 yrs old),10001-50000,"Irvine, California",https://www.alorica.com/#,Foreign MNC,Large,False,False,True
Gale Creative Agency,,,0,"Advertising & Marketing, Private, Foreign MNC, B2B",Private,2014 (10 yrs old),201-500,,,Foreign MNC,Medium,False,True,False
Arrelic,4.1,(29 reviews),0,"Management Consulting, Education / Training, e-Learning / EdTech, Emerging Technologies, IT Services & Consulting, Industrial Automation, Private, Foreign MNC, B2B",Private,2016 (8 yrs old),51-200,"Manama, Capital Governorate",http://arrelic.com/,Foreign MNC,Small,True,False,False
Fidelity National Financial (FNF),3.8,(942 reviews),3.4K followers ,"Financial Services, Private, Foreign MNC, B2B",Private,1847 (177 yrs old),1001-5000,"Bangalore Rural, Karnataka",https://fnfindia.co.in/,Foreign MNC,Medium,False,True,False
Ocwen Financial Corporation,4.1,(1K reviews),14K followers ,"Financial Services, Private, Foreign MNC, B2C, B2B",Private,1988 (36 yrs old),50001-100000,,,Foreign MNC,Large,False,False,True
Alpla,4.0,(346 reviews),987 followers ,"Packaging & Containers, Private, Foreign MNC, B2B",Private,1955 (69 yrs old),10001-50000,,http://www.alpla.com,Foreign MNC,Large,False,False,True
Uplers,4.2,(337 reviews),177 followers ,"Internet, Private, Foreign MNC, B2B",Private,2012 (12 yrs old),1001-5000,"Ahmedabad, Gujarat",https://www.uplers.com/,Foreign MNC,Medium,False,True,False
Yodlee,3.8,(249 reviews),223 followers ,"Software Product, Financial Services, Private, Foreign MNC, B2B",Private,1999 (25 yrs old),1001-5000,,https://www.yodlee.com/,Foreign MNC,Medium,False,True,False
Speridian Technologies,,,269 followers ,"IT Services & Consulting, Manufacturing, Retail, Private, Foreign MNC, B2B",Private,2002 (22 yrs old),1001-5000,,https://www.speridian.com/,Foreign MNC,Medium,False,True,False
JAC Recruitment,3.6,(8 reviews),0,"Recruitment / Staffing, Private, Foreign MNC, B2B",Private,1975 (49 yrs old),1001-5000,,https://www.jac-recruitment.in/about-us,Foreign MNC,Medium,False,True,False
Amadeus,3.9,(506 reviews),10.6K followers ,"IT Services & Consulting, Travel & Tourism, Private, Foreign MNC, B2B",Private,1987 (37 yrs old),10001-50000,,https://amadeus.in/,Foreign MNC,Large,False,False,True
Serole Technologies,,,0,"IT Services & Consulting, Financial Services, Private, Foreign MNC, B2B",Private,2007 (17 yrs old),51-200,,,Foreign MNC,Small,True,False,False
LearningMate Solutions,3.7,(312 reviews),123 followers ,"e-Learning / EdTech, Internet, Education / Training, Private, Foreign MNC, B2B",Private,2001 (23 yrs old),501-1000,,,Foreign MNC,Medium,False,True,False
Integra Global Solutions,,,235 followers ,"IT Services & Consulting, Advertising / PR / Events, Private, Foreign MNC, B2B",Private,2004 (20 yrs old),Nov-50,,http://www.globalintegra.com,Foreign MNC,Small,True,False,False
Atlas Systems,,,166 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2003 (21 yrs old),201-500,,http://www.atlassystems.com,Foreign MNC,Medium,False,True,False
Arisen Technologies,4.2,(18 reviews),0,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2006 (18 yrs old),Nov-50,,http://www.arisen.in,Foreign MNC,Small,True,False,False
ATMECS Global,,,495 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2013 (11 yrs old),1001-5000,"Santa Clara, CA ",https://www.atmecs.com/,Foreign MNC,Medium,False,True,False
FIS,3.9,(5K reviews),61.3K followers ,"FinTech / Payments, Software Product, Private, Foreign MNC, B2C, B2B",Private,1968 (56 yrs old),50001-100000,Jacksonville,http://www.fisglobal.com/,Foreign MNC,Large,False,False,True
inContact,,,119 followers ,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Foreign MNC, B2B",Private,1997 (27 yrs old),1001-5000,,http://www.NICEincontact.com,Foreign MNC,Medium,False,True,False
Suyog Computech,,,107 followers ,"IT Services & Consulting, Financial Services, Private, Foreign MNC, B2B",Private,1998 (26 yrs old),201-500,,http://www.suyogindia.com,Foreign MNC,Medium,False,True,False
Clearpack,4.0,(152 reviews),0,"Industrial Equipment / Machinery, Private, Foreign MNC, B2B",Private,1991 (33 yrs old),201-500,,https://www.clearpack.com/,Foreign MNC,Medium,False,True,False
Ashley Furniture,,,0,"Furniture & Furnishing, Foreign MNC, B2C",,2022 (2 yrs old),201-500,,https://store.ashleyfurniture.in/,Foreign MNC,Medium,False,True,False
Sika,3.9,(138 reviews),260 followers ,"Chemicals, Chemicals / Agri Inputs, Import & Export, Manufacturing, Public, Foreign MNC, B2B",Public,1910 (114 yrs old),10001-50000,,https://www.sika.com/,Foreign MNC,Large,False,False,True
Intel,4.3,(860 reviews),55.3K followers ,"Electronic Components / Semiconductors, Internet, Hardware & Networking, Public, Foreign MNC, B2B, Conglomerate",Public,1968 (56 yrs old),100001+,,https://www.intel.com/content/www/us/en/company-overview/company-overview.html,Foreign MNC,Large,False,False,True
Adidas,4.0,(509 reviews),38.7K followers ,"Textile & Apparel, Sports / Leisure & Recreation, Public, Foreign MNC, B2C, B2B",Public,1949 (75 yrs old),50001-100000,,,Foreign MNC,Large,False,False,True
Aptara,,,2.3K followers ,"Printing & Publishing, IT Services & Consulting, Private, Foreign MNC, B2B",Private,1988 (36 yrs old),5001-10000,,http://www.aptaracorp.com,Foreign MNC,Medium,False,True,False
Save the Children,4.5,(202 reviews),0,"NGO / Social Services / Industry Associations, Private, Foreign MNC, B2C",Private,2008 (16 yrs old),1001-5000,,https://www.savethechildren.in/,Foreign MNC,Medium,False,True,False
Tenneco,3.8,(904 reviews),432 followers ,"Auto Components, Automobile, Industrial Equipment / Machinery, Private, Foreign MNC, B2B",Private,1940 (84 yrs old),50001-100000,,,Foreign MNC,Large,False,False,True
LEGO,,,0,"Hardware & Networking, Private, Foreign MNC, B2B",Private,1932 (92 yrs old),10001-50000,,,Foreign MNC,Large,False,False,True
Siegwerk,4.1,(182 reviews),704 followers ,"Chemicals, Chemicals / Agri Inputs, Manufacturing, Printing / Packaging, Private, Foreign MNC, B2B",Private,1830 (194 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
Altimetrik,3.8,(880 reviews),16.8K followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2012 (12 yrs old),5001-10000,"southfield, MI",https://www.altimetrik.com/,Foreign MNC,Medium,False,True,False
Pepper Square,,,213 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2004 (20 yrs old),51-200,,https://www.peppersquare.com,Foreign MNC,Small,True,False,False
Netomi,,,309 followers ,"Emerging Technologies, Furniture & Furnishing, Private, Foreign MNC, B2C",Private,2015 (9 yrs old),Nov-50,,,Foreign MNC,Small,True,False,False
Hapag Lloyd,3.9,(530 reviews),127 followers ,"Ports & Shipping, Urban Transport, Private, Foreign MNC, B2B",Private,1847 (177 yrs old),10001-50000,,,Foreign MNC,Large,False,False,True
Arista Networks,4.2,(67 reviews),0,"Hardware & Networking, Internet, Software Product, Private, Foreign MNC, B2B",Private,2004 (20 yrs old),501-1000,,http://www.aristanetworks.com,Foreign MNC,Medium,False,True,False
Marathon Electric India,3.7,(133 reviews),152 followers ,"Electronic Components / Semiconductors, Electronics, Manufacturing, Internet, Foreign MNC, B2C, B2B",,1913 (111 yrs old),10001-50000,,,Foreign MNC,Large,False,False,True
Steag Energy Services,4.2,(569 reviews),348 followers ,"Power, Private, Foreign MNC, B2B",Private,2000 (24 yrs old),5001-10000,,,Foreign MNC,Medium,False,True,False
ACI Worldwide,4.2,(124 reviews),1.8K followers ,"Software Product, Internet, Hardware & Networking, Private, Foreign MNC, B2C, B2B",Private,1975 (49 yrs old),1001-5000,,http://www.aciworldwide.com,Foreign MNC,Medium,False,True,False
Giesecke & Devrient,3.9,(363 reviews),220 followers ,"IT Services & Consulting, Design, Private, Foreign MNC, B2B",Private,1852 (172 yrs old),10001-50000,,https://www.gi-de.com/en/in/,Foreign MNC,Large,False,False,True
MSC Software,4.1,(26 reviews),0,"Software Product, Hardware & Networking, Private, Foreign MNC, B2B",Private,1963 (61 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
Bunge,4.0,(474 reviews),241 followers ,"Food Processing, Retail, Private, Foreign MNC, B2B",Private,2000 (24 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
ICU Medical,4.3,(32 reviews),187 followers ,"Medical Devices & Equipment, Internet, Retail, Private, Foreign MNC, B2B",Private,1984 (40 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
Innova Solutions,3.6,(693 reviews),8.5K followers ,"IT Services & Consulting, Engineering & Construction, Private, Corporate, Foreign MNC, B2C, B2B",Private,1998 (26 yrs old),50001-100000,"Atlanta, Georgia",https://www.innovasolutions.com/,Foreign MNC,Large,False,False,True
dayforce,,,950 followers ,"Software Product, Foreign MNC, B2B",,1992 (32 yrs old),5001-10000,"Minneapolis, Minnesota",https://www.dayforce.com/,Foreign MNC,Medium,False,True,False
General Mills,4.2,(653 reviews),12.9K followers ,"Food Processing, Private, Foreign MNC, B2C",Private,1928 (96 yrs old),10001-50000,,https://www.generalmills.com/Brands/Baking/pillsbury,Foreign MNC,Large,False,False,True
In Time Tec,4.2,(343 reviews),201 followers ,"Software Product, Private, Foreign MNC, B2B",Private,2009 (15 yrs old),501-1000,"Meridian, Idaho",http://www.intimetec.com/,Foreign MNC,Medium,False,True,False
Kanini Software Solutions ,4.1,(202 reviews),364 followers ,"IT Services & Consulting, Foreign MNC, B2B",,2003 (21 yrs old),501-1000,"Chennai, Tamil Nadu",https://kanini.com,Foreign MNC,Medium,False,True,False
Rackspace Technology,3.9,(523 reviews),2.2K followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,1998 (26 yrs old),5001-10000,,,Foreign MNC,Medium,False,True,False
Rik Technologies,,,0,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2009 (15 yrs old),,,,Foreign MNC,,False,False,False
Astreya,3.9,(60 reviews),120 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2001 (23 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
Avertra Corp,3.9,(10 reviews),0,"Recruitment / Staffing, Food Processing, Private, Foreign MNC, B2B",Private,2007 (17 yrs old),Nov-50,,http://www.avertra.com,Foreign MNC,Small,True,False,False
Plastic Omnium,3.9,(354 reviews),367 followers ,"Automobile, Industrial Equipment / Machinery, Urban Transport, Private, Foreign MNC, B2B",Private,1946 (78 yrs old),10001-50000,,,Foreign MNC,Large,False,False,True
TargetBay,,,0,"Advertising & Marketing, Private, Foreign MNC, B2C, B2B",Private,2016 (8 yrs old),51-200,,,Foreign MNC,Small,True,False,False
Alpla,4.0,(346 reviews),987 followers ,"Packaging & Containers, Private, Foreign MNC, B2B",Private,1955 (69 yrs old),10001-50000,,http://www.alpla.com,Foreign MNC,Large,False,False,True
Draup,3.7,(79 reviews),657 followers ,"IT Services & Consulting, Internet, Private, Startup, Foreign MNC, B2B",Private,2017 (7 yrs old),51-200,,,Foreign MNC,Small,True,False,False
Harvard Business Publishing,4.1,(5 reviews),118 followers ,"Printing & Publishing, Private, Foreign MNC, B2C, B2B",Private,1994 (30 yrs old),51-200,,,Foreign MNC,Small,True,False,False
Deoleo,4.1,(98 reviews),0,"Food Processing, Private, Foreign MNC, B2C, B2B",Private,1990 (34 yrs old),501-1000,,,Foreign MNC,Medium,False,True,False
Yodlee,3.8,(249 reviews),223 followers ,"Software Product, Financial Services, Private, Foreign MNC, B2B",Private,1999 (25 yrs old),1001-5000,,https://www.yodlee.com/,Foreign MNC,Medium,False,True,False
Xerox,3.9,(414 reviews),1.1K followers ,"Printing & Publishing, Software Product, Private, Foreign MNC, B2B",Private,,10001-50000,,https://www.xerox.com/en-in,Foreign MNC,Large,False,False,True
AkzoNobel India,4.2,(1.1K reviews),708 followers ,"Chemicals, Public, Foreign MNC, B2C, B2B",Public,1939 (85 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
